id,kanji,kana,vietnamese,hanViet,level,pos,tags,exampleSentence,exampleTranslation
"n2_0121","とうせん","trúng cử, trúng giải","ĐƯƠNG TUYỂN","Được bầu","N2","","","",""
"n2_0122","ちゅうせん","rút thăm","TRỪU TUYỂN","Rút thăm","N2","","","",""
"n2_0123","はいふ","phân phát","PHỐI BỐI","Sự phân phát","N2","","","",""
"n2_0124","しっかく","mất tư cách, mất quyền","THẤT CÁCH","Mất tư cách","N2","","","",""
"n2_0125","よか","thời gian rỗi","DƯ HẠ","Thời gian rảnh","N2","","","",""
"n2_0126","ぎょうじ","sự kiện","HÀNH SỰ","Sự kiện","N2","","","",""
"n2_0127","りそう","lý tưởng","LÝ TƯỞNG","Lí tưởng","N2","","","",""
"n2_0128","げんじつ","hiện thực, thực tế","HIỆN THỰC","Hiện thực","N2","","","",""
"n2_0129","たいけん","trải nghiệm","THỂ NGHIỆM","Trải nghiệm","N2","","","",""
"n2_0130","くうそう","không tưởng, kỳ diệu","KHÔNG TƯỞNG","Mơ mộng, không tưởng","N2","","","",""
"n2_0131","じつぶつ","thực chất, nguyên bản","THỰC VẬT","Thực chất, vật thật","N2","","","",""
"n2_0132","じつげん","hiện thực","THỰC HIỆN","Hiện thực","N2","","","",""
"n2_0133","じっし","thực thi","THỰC THI","Thực thi","N2","","","",""
"n2_0134","ぜんたい","toàn thể","TOÀN THỂ","Toàn thể","N2","","","",""
"n2_0135","ぶぶん","bộ phận","BỘ PHẬN","Bộ phận","N2","","","",""
"n2_0136","とういつ","thống nhất","THỐNG NHẤT","Thống nhất","N2","","","",""
"n2_0137","かくだい","mở rộng, tăng lên","KHUẾCH ĐẠI","Khuếch đại","N2","","","",""
"n2_0138","しゅくしょう","co nhỏ, nén lại","SÚC TIỂU","Sự co lại","N2","","","",""
"n2_0139","しゅうごう","tập hợp","TẬP HỢP","Tập hợp","N2","","","",""
"n2_0140","ほうこう","phương hướng","PHƯƠNG HƯỚNG","Phương hướng","N2","","","",""
"n2_0141","かんかく","khoảng cách, khoảng giữa","GIAN CÁCH","Khoảng cách, khoảng giữa","N2","","","",""
"n2_0142","わき","phía bên, bên hông, bênh nách","HIẾP","Nách","N2","","","",""
"n2_0143","つうか","thông qua","THÔNG QUÁ","Sự vượt quá","N2","","","",""
"n2_0144","いどう","di chuyển","DI ĐỘNG","Di chuyển","N2","","","",""
"n2_0145","ていし","dừng lại, tạm dừng","ĐÌNH CHỈ","Dừng lại, tạm dừng, đình chỉ","N2","","","",""
"n2_0146","ていか","rơi xuống, từ chối, suy giảm","ĐÊ HẠ","Suy giảm, giảm","N2","","","",""
"n2_0147","ちょうか","vượt quá đếm được (tiền, thời gian, bệnh)","SIÊU QUÁ","Vượt quá","N2","","","",""
"n2_0148","たちあがる","đứng lên","LẬP THƯỢNG","Đứng dậy","N2","","","",""
"n2_0149","とびあがる","bay lên , nhảy lên, bất ngờ","PHI THƯỢNG","Nhảy lên","N2","","","",""
"n2_0150","うかびあがる","nổi lên, nổi lên tình nghi","PHÙ THƯỢNG","Nổi lên","N2","","","",""
"n2_0151","まいあがる","bay vút lên, tâm trạng bay bổng","VŨ THƯỢNG","Khuấy lên, hưng phấn","N2","","","",""
"n2_0152","もえあがる","bốc cháy lên","NHIÊN THƯỢNG","Bùng cháy","N2","","","",""
"n2_0153","もりあがる","chồng chất lên, tăng lên, phấn khích","THỊNH THƯỢNG","Phấn khích , hăng máu lên = 燃える","N2","","","",""
"n2_0154","わきあがる","sôi lên, mãnh liệt hơn","PHÍ","","N2","","","",""
"n2_0155","はれあがる","sáng sủa lên","TÌNH THƯỢNG","Sáng sủa, trong lành","N2","","","",""
"n2_0156","ふるえあがる","run bắn lên","CHẤN THƯỢNG","Run rẩy (vì lạnh)","N2","","","",""
"n2_0157","ちぢみあがる","Co rúm lại; sợ hãi; khúm núm","SÚC THƯỢNG","Sun lại (vì lạnh)","N2","","","",""
"n2_0158","ひあがる","khô nẻ","CAN THƯỢNG","Làm khô","N2","","","",""
"n2_0159","もちあげる","nhấc lên","TRÌ THƯỢNG","Nâng lên","N2","","","",""
"n2_0160","みあげる","ngước lên, ngưỡng mộ","KIẾN THƯỢNG","Nhìn lên","N2","","","",""
"n2_0161","つみあげる","vun lên, chất lên","TÍCH THƯỢNG","Chất lên","N2","","","",""
"n2_0162","うちあげる","hoàn thành; phóng; bắn lên","ĐẢ THƯỢNG","Phát, bắn","N2","","","",""
"n2_0163","たちあげる","khởi động, thành lập","LẬP THƯỢNG","Khởi động","N2","","","",""
"n2_0164","きりあげる","tạm ngưng, cắt","THIẾT THƯỢNG","Kết thúc","N2","","","",""
"n2_0165","くりあげる","sớm hơn (lịch trình), tiến lên","SÀO THƯỢNG","Sớm hơn lịch trình, tiến bộ, thăng tiến","N2","","","",""
"n2_0166","みがきあげる","đánh bóng lên","MA THƯỢNG","Làm bóng","N2","","","",""
"n2_0167","きたえあげる","dạy dỗ, rèn đúc","ĐOÁN THƯỢNG","Rèn luyện, huấn luyện, nghiêm khắc","N2","","","",""
"n2_0168","かきあげる","viết xong","THƯ THƯỢNG","Viết xong","N2","","","",""
"n2_0169","そだてあげる","nuôi lớn","DỤC THƯỢNG","Nuôi nấng","N2","","","",""
"n2_0170","よみあげる","đọc từng cái một","ĐỘC THƯỢNG","Đọc to ra","N2","","","",""
"n2_0171","かぞえあげる","đếm từng cái một, liệt kê","SỐ THƯỢNG","Đếm ra","N2","","","",""
"n2_0172","なげだす","ném ra ngoài, ngồi gác chéo chân lên","ĐẦU XUẤT","Ném ra, từ bỏ","N2","","","",""
"n2_0173","もちだす","mang ra ngoài","TRÌ XUẤT","Cầm đi","N2","","","",""
"n2_0174","おいだす","đuổi cổ, tống cổ","TRUY XUẤT","Đuổi đi, xua đi","N2","","","",""
"n2_0175","ほうりだす","quẳng đi","PHÓNG XUẤT","Ném sang bên","N2","","","",""
"n2_0176","かしだす","cho vay; cho mượn, phải trả lại","THẢI XUẤT","cho mượn","N2","","","",""
"n2_0177","ききだす","lấy thông tin, chất vấn","VĂN XUẤT","Lắng nghe, chất vấn","N2","","","",""
"n2_0178","つれだす","dẫn ra ngoài","LIÊN XUẤT","Dẫn đi","N2","","","",""
"n2_0179","にげだす","chạy trốn","ĐÀO XUẤT","Chạy trốn (khỏi căn nhà đang cháy)","N2","","","",""
"n2_0180","とびだす","chạy ra; nhảy ra; bay ra","PHI XUẤT","Nhảy ra, bay ra","N2","","","",""
"n2_0181","みつけだす","biết là có => tìm => để ra ngoài Tìm thấy","KIẾN XUẤT","Tìm thấy","N2","","","",""
"n2_0182","さがしだす","phát hiện được => để ra, tìm thấy được","THÁM XUẤT","Tìm thấy, phát hiện","N2","","","",""
"n2_0183","かきだす","viết ra, xuất ra","THƯ XUẤT","Viết ra","N2","","","",""
"n2_0184","とびこむ","nhảy vào, lao mình vào","PHI NHẬP","Nhảy vào (hồ bơi)","N2","","","",""
"n2_0185","かけこむ","chạy bổ vào; đâm sầm vào","KHU NHẬP","Nhảy vào (lớp học)","N2","","","",""
"n2_0186","わりこむ","chen vào; xen ngang","CÁT NHẬP","Chen vào","N2","","","",""
"n2_0187","さしこむ","cắm vào","SAI NHẬP","Chiếu vào","N2","","","",""
"n2_0188","しみこむ","thấm vào trong, thấm qua","NHIỄM NHẬP","Chìm vào","N2","","","",""
"n2_0189","ひっこむ","lui vào trong","DẪN NHẬP","Lui về, co lại","N2","","","",""
"n2_0190","つめこむ","nhét vào; tống vào","CẬT NHẬP","Nhét vào","N2","","","",""
"n2_0191","のみこむ","nuốt, hiểu; thành thục","ẨM NHẬP","Nuốt","N2","","","",""
"n2_0192","はこびこむ","mang vào bên trong","VẬN NHẬP","Mang vào","N2","","","",""
"n2_0193","うちこむ","Đóng vào(đinh); găm vào; nhập vào (thông tin )","ĐẢ NHẬP","Nhập vào","N2","","","",""
"n2_0194","そそぎこむ","dồn hết vào，đổ vào","CHÚ NHẬP","Đổ hết, dồn hết vào","N2","","","",""
"n2_0195","ひきこむ","lôi kéo vào, dẫn vào","DẪN NHẬP","Vướng vào, lôi vào","N2","","","",""
"n2_0196","かきこむ","ghi vào, viết vào","THƯ NHẬP","Viết vào","N2","","","",""
"n2_0197","まきこむ","lôi cuốn, hấp dẫn, dính líu","KHOÁN NHẬP","Dính vào, vướng vào","N2","","","",""
"n2_0198","おいこむ","lùa; dồn (dồn ai đó vào tình huống nguy hiểm)","TRUY NHẬP","Lùa, dồn","N2","","","",""
"n2_0199","よびこむ","mời gọi, lôi kéo","HÔ NHẬP","Gọi vào","N2","","","",""
"n2_0200","すわりこむ","ngồi lì","TỌA NHẬP","Ngồi lì","N2","","","",""
"n2_0201","ねこむ","ngủ li bì","TẨM NHẬP","Ngủ say, hôn mê, đổ bệnh","N2","","","",""
"n2_0202","はなしこむ","Đi sâu vào cuộc thảo luận, mải nói chuyện","THOẠI NHẬP","Nhập tâm nói chuyện gì đó","N2","","","",""
"n2_0203","だまりこむ","chìm vào yên lặng; nín lặng","MẶC NHẬP","Giữ im lặng","N2","","","",""
"n2_0204","とまりこむ","trọ lại","TIÊU NHẬP","Ở qua đêm","N2","","","",""
"n2_0205","すみこむ","sinh sống","TRỤ NHẬP","Sống","N2","","","",""
"n2_0206","にこむ","nấu; ninh kỹ","THỬ NHẬP","Nấu, ninh","N2","","","",""
"n2_0207","うりこむ","nổi danh; có tiếng, cung cấp tình báo","MẠI NHẬP","Tiếp thị sản phẩm","N2","","","",""
"n2_0208","たのみこむ","yêu cầu khẩn khoản","LẠI NHẬP","Nhờ vả","N2","","","",""
"n2_0209","おしえこむ","dạy dỗ","GIÁO NHẬP","Dạy dỗ, huấn luyện","N2","","","",""
"n2_0210","はなしあう","thảo luận; trao đổi","THOẠI HỢP","Bàn bạc","N2","","","",""
"n2_0211","いいあう","tranh luận. cãi cọ","NGÔN HỢP","Tranh luận. Cãi cọ","N2","","","",""
"n2_0212","かたりあう","trò chuyện cùng nhau; nói chuyện với nhau","NGỮ HỢP","Tâm sự","N2","","","",""
"n2_0213","みつめあう","tìm thấy nhau (tình yêu)","KIẾN HỢP","Nhìn nhau chằm chằm","N2","","","",""
"n2_0214","むかいあう","đối diện;đối mặt với nhau","HƯỚNG HỢP","Đối diện nhau","N2","","","",""
"n2_0215","たすけあう","hợp tác giúp đỡ lẫn nhau","TRỢ HỢP","Giúp lẫn nhau","N2","","","",""
"n2_0216","わけあう","chia sẻ, chia sớt, chia đều ra..","PHÂN HỢP","Chia sẻ","N2","","","",""
"n2_0217","だしあう","đóng góp, phối hợp, cùng góp phần","XUẤT HỢP","Cùng đóng góp","N2","","","",""
"n2_0218","もうしあわせる","thu xếp","THÂN HỢP","Thống nhất","N2","","","",""
"n2_0219","さそいあわせる","hẹn nhau, rủ nhau","DỤ HỢP","Mời, rủ lẫn nhau","N2","","","",""
"n2_0220","となりあわせる","bên cạnh nhau","LÂN HỢP","Ở bên cạnh","N2","","","",""
"n2_0221","くみあわせる","ghép lại; kết hợp; liên kết lại; liên kết; phối hợp","TỔ HỢP","Lắp ráp, kết hợp","N2","","","",""
"n2_0222","つめあわせる","đóng gói,đóng hộp","CẬT HỢP","Đóng gói","N2","","","",""
"n2_0223","かさねあわせる","xếp chồng lên","TRỌNG HỢP","Chồng lên","N2","","","",""
"n2_0224","いあわせる","tình cờ gặp","CƯ HỢP","Tình cờ thấy","N2","","","",""
"n2_0225","のりあわせる","tình cờ đi cùng nhau, cưỡi cùng nhau","THỪA HỢP","Đi chung xe","N2","","","",""
"n2_0226","もちあわせる","có, có mang theo","TRÌ HỢP","Có mang sẵn","N2","","","",""
"n2_0227","といあわせる","hỏi; hỏi thăm","MÔN HỢP","Kiểm tra, hỏi đáp","N2","","","",""
"n2_0228","てらしあわせる","so sánh, đối chiếu","CHIẾU HỢP","So sánh, đối chiếu","N2","","","",""
"n2_0229","ききなおす","hỏi lại lần nữa","VĂN TRỰC","Nghe lại","N2","","","",""
"n2_0230","やりなおす","làm lại","TRỰC","Làm lại","N2","","","",""
"n2_0231","かけなおす","gọi lại","TRỰC","Gọi lại","N2","","","",""
"n2_0232","でなおす","làm lại từ đầu","XUẤT TRỰC","Trở lại, gọi lại","N2","","","",""
"n2_0233","もちなおす","chuyển biến tốt","TRÌ TRỰC","Cầm lại","N2","","","",""
"n2_0234","かんがえなおす","xem lại , suy nghĩ lại","KHẢO TRỰC","Xem lại , suy nghĩ lại","N2","","","",""
"n2_0235","おもいなおす","nghĩ lại; thay đổi ý định; thay đổi quyết định","TƯ TRỰC","Nghĩ lại","N2","","","",""
"n2_0236","わりに・わりと・わりあい(に・と)","tương đối, khá là (so với suy nghĩ bản thân)","CÁT","","N2","","","",""
"n2_0237","すべて","mọi thứ (= 全部 < 全て < 何もかも)","TOÀN","Tất cả","N2","全部: toàn bộ những cái chính, cái cần quan tâm, hầu hết là đếm được","","",""
"n2_0238","じょじょに","từng chút một","TỪ","","N2","","","",""
"n2_0239","いっそう","hơn, vẫn　（＝もっと）","NHẤT TẰNG","","N2","","","",""
"n2_0240","つぶ","hạt, viên","LẠP","Hạt","N2","","","",""
"n2_0241","さいばい","nuôi trồng","TÀI BỒI","Sự trồng trọt","N2","","","",""
"n2_0242","しゅうかく","thu hoạch","THU HOẠCH","Thu hoạch","N2","","","",""
"n2_0243","さんち","nơi sản xuất","SẢN ĐỊA","Nơi sản xuất","N2","","","",""
"n2_0244","とち","đất đai","THỔ ĐỊA","Đất, diện tích đất","N2","","","",""
"n2_0245","そうこ","kho","THƯƠNG KHỐ","Kho","N2","","","",""
"n2_0246","しょゆう","sở hữu","SỞ HỮU","Sở hữu","N2","","","",""
"n2_0247","しゅうしゅう","thu thập","THU TẬP","Thu Thập","N2","","","",""
"n2_0248","たいざい","ở","TRỆ TẠI","Lưu trú","N2","","","",""
"n2_0249","べん","thuận tiện","TIỆN","Thuận tiện","N2","","","",""
"n2_0250","びん","thư","TIỆN","Thuận tiện","N2","","","",""
"n2_0251","せつび","thiết bị","THIẾT BỊ","Thiết bị","N2","","","",""
"n2_0252","せっけい","thiết kế, kế hoạch","THIẾT KẾ","Thiết kế","N2","","","",""
"n2_0253","せいさく","chế tạo, sản xuất","CHẾ TÁC","","N2","","","",""
"n2_0254","せいぞう","chế tạo, sản xuất","CHẾ TẠO","Sản xuất","N2","","","",""
"n2_0255","けんちく","kiến thiết, xây dựng","KIẾN TRÚC","Xây dựng, kiến trúc","N2","","","",""
"n2_0256","じんこう","nhân tạo","NHÂN CÔNG","Nhân tạo","N2","","","",""
"n2_0257","あつりょく","áp lực","ÁP LỰC","Áp lực","N2","","","",""
"n2_0258","しげき","kích thích, khiêu khích","THÍCH KÍCH","Kích thích","N2","","","",""
"n2_0259","まさつ","ma sát, mâu thuẫn","MA SÁT","Ma sát","N2","","","",""
"n2_0260","たちば","lập trường （立場に立つ）","LẬP TRƯỜNG","Lập trường","N2","","","",""
"n2_0261","やくわり","vai trò　【役割を果たす】","DỊCH CÁT","Vai trò","N2","","","",""
"n2_0262","ぶんたん","chia sẻ","PHÂN ĐẢM","Chia sẻ","N2","","","",""
"n2_0263","たんとう","chịu trách nhiệm, đảm đương","ĐẢM ĐƯƠNG","Đảm nhiệm chính","N2","","","",""
"n2_0264","こうたい","thay phiên, thay đổi","GIAO ĐẠI/THẾ","","N2","","","",""
"n2_0265","だいり","đại diện, đại lý (代理店)","ĐẠI LÝ","Đại lý","N2","","","",""
"n2_0266","しんぱん","thẩm phám, trọng tài","THẨM PHÁN","Thẩm phán, trọng tài","N2","","","",""
"n2_0267","かんとく","huấn luyện viên, đạo diễn (người nắm quyền chỉ đạo tổng quát chung )","GIÁM ĐỐC","Quản đốc, huấn luyện viên","N2","","","",""
"n2_0268","よそく","dự đoán","DỰ TRẮC","Dự đoán","N2","","","",""
"n2_0269","よき","mong đợi","DỰ KỲ","Mong đợi","N2","","","",""
"n2_0270","はんだん","phán đoán","PHÁN ĐOẠN","Phán đoán","N2","","","",""
"n2_0271","ひょうか","đánh giá, bình phẩm","BÌNH GIÁ","Bình phẩm, đánh giá","N2","","","",""
"n2_0272","しじ","chỉ dẫn, chỉ thị","CHỈ THỊ","Chỉ thị","N2","","","",""
"n2_0273","むし","bỏ qua, ngó ngơ","VÔ THỊ","Bỏ qua, ngó lơ","N2","","","",""
"n2_0274","むだん","không cho phép, chưa có sự cho phép","VÔ ĐOẠN","Không cho phép","N2","","","",""
"n2_0275","しょうち","hiểu, đồng ý","THỪA TRI","Sự hiểu, sự đồng ý","N2","","","",""
"n2_0276","なっとく","bị thuyết phục, thỏa mãn","NẠP ĐẮC","Sự lý giải, sự đồng ý, thỏa mãn","N2","","","",""
"n2_0277","ぎもん","nghi vấn","NGHI VẤN","Nghi vấn","N2","","","",""
"n2_0278","すいそく","phỏng đoán","SUY TRẮC","Sự phỏng đoán, sự ước đoán","N2","","","",""
"n2_0279","こうてい","khẳng định","KHẲNG ĐỊNH","Sự khẳng định","N2","","","",""
"n2_0280","さんこう","tham khảo","THAM KHẢO","Tham Khảo","N2","","","",""
"n2_0281","ていど","mức độ; trình độ","TRÌNH ĐỘ","Trình độ, cấp bậc","N2","","","",""
"n2_0282","ひょうばん","bình luận, có ý nghĩa được đánh giá tốt","BÌNH PHÁN","Bình phán, nổi tiếng","N2","","","",""
"n2_0283","ひひょう","xem xét, chỉ trích","PHÊ BÌNH","Phê bình, bình phẩm","N2","","","",""
"n2_0284","すいせん","tiến cử, giới thiệu","SUY TIẾN","Tiến cử","N2","","","",""
"n2_0285","しんよう","tự tin, lòng tin　（cách thường dùng 信用する店、信用する会社、信用する人）","TÍN DỤNG","Tin tưởng","N2","","","",""
"n2_0286","しんらい","tin tưởng, tín nhiệm (tin tưởng để nhờ vả 信頼できる人)thường thể hiện dưới dạng 信頼できる","TÍN LẠI","Tin tưởng","N2","","","",""
"n2_0287","そんちょう","tôn trọng","TÔN TRỌNG","Tôn trọng","N2","","","",""
"n2_0288","さぎょう","công việc, sự làm việc","TÁC NGHIỆP","Thao tác công việc, Sự làm việc","N2","","","",""
"n2_0289","くふう","công phu, phải nghĩ nhiều phương pháp, cách thức","CÔNG PHU","Bỏ công sức ra","N2","","","",""
"n2_0290","しょうか","tiêu hóa, tiêu thụ","TIÊU HÓA","Tiêu hóa, tiêu hóa","N2","","","",""
"n2_0291","きゅうしゅう","hấp thụ","HẤP THU","Hấp thu, hấp thụ","N2","","","",""
"n2_0292","せっち","cài đặt","THIẾT TRÍ","Lắp đặt","N2","","","",""
"n2_0293","せってい","thiết lập","THIẾT ĐỊNH","Thiết lập","N2","","","",""
"n2_0294","ちょうせつ","điều tiết (nhiệt độ phòng, chiều cao ghế)","ĐIỀU TIẾT","Điều chỉnh","N2","","","",""
"n2_0295","ちょうせい","điều chỉnh (hướng của anten, lịch trình, mức độ lợi hại)","ĐIỀU CHỈNH","Điều chỉnh","N2","","","",""
"n2_0296","かいほう","mở cửa, tự do hóa, giải phóng","GIẢI PHÓNG","Giải phóng","N2","","","",""
"n2_0297","そうごう","tổng hợp, cùng nhau","TỔNG HỢP","Tổng hợp","N2","","","",""
"n2_0298","れんぞく","liên tục (phim nhiều tập, động đất liên tục, vụ án giết người hàng loạt, )","LIÊN TỤC","Liên tục","N2","","","",""
"n2_0299","じぞく","duy trì, kéo dài (sự hứng khởi, sự tập trung, thể lực, hiệu quả)","TRÌ TỤC","Kéo dài, duy trì, tiếp tục.","N2","","","",""
"n2_0300","ちゅうだん","gián đoạn","TRUNG ĐOẠN","Trì hoãn, gián đoạn","N2","","","",""
"n2_0301","あんてい","ổn định","AN ĐỊNH","Ổn định","N2","","","",""
"n2_0302","こんらん","hỗn độn, hỗn loạn","HỖN LOẠN","Hỗn loạn","N2","","","",""
"n2_0303","じょうしょう","tiến lên, tăng lên","THƯỢNG THĂNG","Tăng lên","N2","","","",""
"n2_0304","たっせい","thành tựu, đạt được","ĐẠT THÀNH","Đạt được","N2","","","",""
"n2_0305","じじょう","tình hình, điều kiện","SỰ TÌNH","Sự tình, lý do","N2","","","",""
"n2_0306","じたい","tình hình, tình trạng","SỰ THÁI","Tình hình","N2","","","",""
"n2_0307","しょうがい","cản trở, khó khăn","CHƯỚNG HẠI","Khó khăn, khuyết tật, tàn tật","N2","","","",""
"n2_0308","ふくし","phúc lợi","PHÚC CHỈ","Phúc lợi","N2","","","",""
"n2_0309","しゃかい","xã hội","XÃ HỘI","Xã hội","N2","","","",""
"n2_0310","とかい","thành phố, thành thị","ĐÔ HỘI","Thành phố lớn","N2","","","",""
"n2_0311","よろん","dư luận","THẾ LUẬN","Dư luận","N2","","","",""
"n2_0312","みんぞく","dân tộc","DÂN TỘC","Dân tộc","N2","","","",""
"n2_0313","ぞうだい","sự mở rộng, sự tăng thêm","TĂNG ĐẠI","","N2","","","",""
"n2_0314","ぞうりょう","tăng thêm lượng","TĂNG LƯỢNG","","N2","","","",""
"n2_0315","ぞうぜい","tăng thuế","TĂNG THUẾ","","N2","","","",""
"n2_0316","ぞういん","ｔăng nhân sự","TĂNG VIÊN","","N2","","","",""
"n2_0317","げんてん","giảm trừ","GIẢM ĐIỂM","","N2","","","",""
"n2_0318","げんたい","giảm sút","GIẢM THOÁI","","N2","","","",""
"n2_0319","げんりょう","ｇiảm cân, lượng hao hụt","GIẢM LƯỢNG","","N2","","","",""
"n2_0320","かいはつ","phát triển","KHAI PHÁT","","N2","","","",""
"n2_0321","かいてん","mở cửa hàng, khai trương nhà hàng","KHAI ĐIẾM","","N2","","","",""
"n2_0322","かいぎょう","khởi nghiệp","KHAI NGHIỆP","","N2","","","",""
"n2_0323","かいさい","tổ chức","KHAI THÔI","","N2","","","",""
"n2_0324","かいほう","sự mở cửa; sự tự do hoá","KHAI PHÓNG","","N2","","","",""
"n2_0325","へいさ","sự phong tỏa","BẾ TỎA","","N2","","","",""
"n2_0326","みっぺい","kín hơi","BÍ TỎA","","N2","","","",""
"n2_0327","かいぜん","cải tiến","CẢI THIỆN","Cải tiến, cải thiện","N2","","","",""
"n2_0328","かいりょう","cải tiến","CẢI LƯƠNG","Cải tiến","N2","","","",""
"n2_0329","かいかく","Cải cách","CẢI CÁCH","Cải cách","N2","","","",""
"n2_0330","かいせい","cải chính, chỉnh sửa","CẢI CHÍNH","Cải chính","N2","","","",""
"n2_0331","かいてい","thay đổi quyết định","CẢI ĐỊNH","Hiệu chỉnh","N2","","","",""
"n2_0332","かいしゅう","sửa chữa","CẢI TU","Sửa, Tu bổ","N2","","","",""
"n2_0333","いっち","nhất trí","NHẤT TRÍ","Nhất trí","N2","","","",""
"n2_0334","いっぽう","mặt khác","NHẤT PHƯƠNG","Một phía, mặc khác","N2","","","",""
"n2_0335","いってい","nhất định, không thay đổi","NHẤT ĐỊNH","Nhất định","N2","","","",""
"n2_0336","いちにんまえ","①phần một người ăn, ②trưởng thành","NHẤT NHÂN TIỀN","Người trưởng thành","N2","","","",""
"n2_0337","いちりゅう","bậc nhất, hạng nhất","NHẤT LƯU","Hạng nhất, hàng đầu","N2","","","",""
"n2_0338","うつる","bị phản chiếu, được chiếu","ÁNH","Được chiếu, phát","N2","","","",""
"n2_0339","うつす","chiếu, phản chiếu","ÁNH","Chiếu, soi","N2","","","",""
"n2_0340","うかぶ","nổi, nghĩ về, bề mặt　(thuyền nổi, ý tưởng nổi lên, cá chết nổi lên)","PHÙ","Nổi lên, Nghĩ ra","N2","","","",""
"n2_0341","うかべる","cho nổi","PHÙ","Cho nổi","N2","","","",""
"n2_0342","うく","nổi, tăng lên　(đồng xu nổi, tách biệt khỏi nhóm, dư ra)","PHÙ","Nổi, lơ lửng","N2","","","",""
"n2_0343","もぐる","nhấn chìm, ẩn giấu, lặn","TIỀM","Chìm xuống, trốn, tránh","N2","","","",""
"n2_0344","はねる","nhảy, (dầu)bắn ra, bị cắt(cổ), bị xe đâm　跳ねられる","KHIÊU","(mưa,đất) Bắn","N2","","","",""
"n2_0345","せおう","mang vác, chịu","BỐI PHỤ","Mang, gánh vác","N2","","","",""
"n2_0346","おう","đuổi, theo đuổi","TRUY","Đuổi theo, ngập đầu","N2","","","",""
"n2_0347","おいかける","chạy theo, đuổi theo","TRUY","Chạy theo, đuổi theo","N2","","","",""
"n2_0348","おいつく","đuổi kịp","TRUY","Đuổi kịp","N2","","","",""
"n2_0349","おいこす","vượt qua","TRUY VIỆT","Vượt qua","N2","","","",""
"n2_0350","ふりむく","①tha động từ: quay lại, nhìn về phía sau
②tự động từ: làm ngơ, không quan tâm","CHẤN HƯỚNG","Nhìn quanh","N2","","","",""
"n2_0351","とる","bắt　(thú)","BỘ","Nắm; bắt; bắt giữ","N2","","","",""
"n2_0352","とりあげる","nhặt lên, lấy, chọn, bàn luận","THỦ THƯỢNG","Bàn luận, cầm lấy, tịch thu","N2","","","",""
"n2_0353","とりいれる","thu hoạch、áp dụng","THỦ NHẬP","Áp dụng; đưa vào","N2","","","",""
"n2_0354","けずる","cắt xuống, giảm, làm sắc","TƯỚC","Gọt, bào, cắt","N2","","","",""
"n2_0355","しばる","buộc, thắt","PHƯỢC","Buộc","N2","","","",""
"n2_0356","まわる","xoay quanh, quay lại","HỒI","Quay quanh","N2","","","",""
"n2_0357","まわす","xoay, qua, gửi, chuyển nhượng, đầu tư","HỒI","Vặn, quay","N2","","","",""
"n2_0358","くぎる","chia, nhấn mạnh","KHU THIẾT","Chia = 分ける","N2","","","",""
"n2_0359","くむ","hiệp lực, tham gia, đoàn kết, vượt qua","TỔ","1/ Lên lịch: スケジュールを組む 
2/ hợp tác: = 協力する 
Khoanh tay","N2","","","",""
"n2_0360","くみたてる","lắp ráp","TỔ LẬP","Lắp ráp","N2","","","",""
"n2_0361","くわわる","(muối) được thêm, (lực) được thêm, (sức hút) được tăng lên","GIA","Thêm vào","N2","","","",""
"n2_0362","くわえる","thêm (muối), thêm (người), thêm (lực), tăng (tốc độ)","GIA","Thêm, cộng","N2","","","",""
"n2_0363","しあがる","được kết thúc, được hoàn thành","SĨ THƯỢNG","Được hoàn thành","N2","","","",""
"n2_0364","しあげる","hoàn thành, kết thúc","SĨ THƯỢNG","Hoàn thành","N2","","","",""
"n2_0365","とびまわる","bay về, vội vàng về","PHI HỔI","Bay xung quanh, chạy tới chạy lui","N2","","","",""
"n2_0366","めぐる","quanh quanh, lặp lại, liên quan đến","TUẦN","Quay quanh, đi quanh","N2","","","",""
"n2_0367","おぎなう","thêm, bổ sung","BỔ","Thêm, bổ sung","N2","","","",""
"n2_0368","ふせぐ","phòng, chống","PHÒNG","Phòng chống","N2","","","",""
"n2_0369","すくう","cứu, giúp","CỨU","Cứu, giúp","N2","","","",""
"n2_0370","のぞく","loại trừ, bỏ qua, lấy đi","TRỪ","Loại trừ, bỏ ra","N2","","","",""
"n2_0371","はぶく","bỏ sót, tiết kiệm","TỈNH","Lược bớt, loại bỏ","N2","","","",""
"n2_0372","あやまる","mắc lỗi","NGỘ","Gây lỗi, mắc lỗi","N2","","","",""
"n2_0373","うばう","cướp đoạt, trấn lột","ĐOẠT","Cướp đoạt, trấn lột","N2","","","",""
"n2_0374","なまける","lười biếng","ĐÃI","Lười, biếng","N2","","","",""
"n2_0375","うしなう","mất","THẤT","Mất, đánh mất, bỏ lỡ","N2","","","",""
"n2_0376","せめる","tấn công","CÔNG","Tấn công kẻ thù","N2","","","",""
"n2_0377","にらむ","lườm","NGHỄ","Lườm","N2","","","",""
"n2_0378","せめる","đổ lỗi","TRÁCH","Phàn nàn, đổ lỗi","N2","","","",""
"n2_0379","うらぎる","phảm bội","LÝ THIẾT","Phản bội","N2","","","",""
"n2_0380","たよる","dựa dẫm, dựa vào","LẠI","Phụ thuộc vào, dựa dẫm vào","N2","","","",""
"n2_0381","あう","gặp gỡ","TAO","Bị, gặp (tai nạn)","N2","","","",""
